param_type,width_multiplier,step,rng_seed,conv_layers.0,conv_layers.1,conv_layers.2,logits
muP_SSM,16,100,10368,0.32755342,1.5787213,6.7446203,135.90247
muP_SSM,16,1,203110,0.1145156,0.034634765,0.011162376,0.005443304
muP_SSM,16,10,203110,0.11865139,0.050519023,0.021506961,0.059809856
muP_SSM,16,100,203110,0.29665595,1.5859636,6.9920497,139.63573
muP_SSM,16,1,611666,0.11312817,0.03525021,0.012264736,0.0018590279
muP_SSM,16,10,611666,0.11656887,0.047206383,0.02061586,0.06308268
muP_SSM,16,100,611666,0.28943816,1.5271472,6.397667,127.30485
muP_SSM,16,1,97320,0.09879753,0.030834839,0.0104081,0.010758897
muP_SSM,16,10,97320,0.101939075,0.042380363,0.017596958,0.066072926
muP_SSM,16,100,97320,0.24185683,1.4491724,6.667387,130.52266
muP_SSM,16,1,80432,0.10472509,0.034132637,0.010649752,0.00037313375
muP_SSM,16,10,80432,0.10796932,0.047857467,0.019099735,0.062468432
muP_SSM,16,100,80432,0.27275443,1.6368476,6.8105106,133.83087
muP_SSM,16,1,422947,0.10912091,0.033113435,0.010893345,0.009203002
muP_SSM,16,10,422947,0.11231932,0.050131146,0.021325495,0.05847357
muP_SSM,16,100,422947,0.27950045,1.6227238,6.6250815,133.85464
muP_SSM,16,1,618956,0.10046527,0.028573459,0.010004263,0.0016080524
muP_SSM,16,10,618956,0.10319805,0.04063641,0.017183144,0.05780581
muP_SSM,16,100,618956,0.23427412,1.2997752,5.052137,99.45523
muP_SSM,32,1,851885,0.09132913,0.026924692,0.0079759015,0.017097713
muP_SSM,32,10,851885,0.09349738,0.038414627,0.016588315,0.07222161
muP_SSM,32,100,851885,0.21090788,1.2999996,5.6693583,114.06169
muP_SSM,32,1,433942,0.09101392,0.025044456,0.0077317953,0.006716985
muP_SSM,32,10,433942,0.09279581,0.038497765,0.01618511,0.059559684
muP_SSM,32,100,433942,0.19107033,1.1413972,4.6315556,91.61583
muP_SSM,32,1,209743,0.096442334,0.027299019,0.008764244,0.008309711
muP_SSM,32,10,209743,0.09834332,0.04081545,0.01764714,0.06406523
muP_SSM,32,100,209743,0.19929124,1.070404,4.4219275,86.53014
muP_SSM,32,1,10368,0.11687626,0.038149476,0.01140237,0.018955126
muP_SSM,32,10,10368,0.121135935,0.054758694,0.02276973,0.08740742
muP_SSM,32,100,10368,0.33189422,1.8912039,8.7590275,175.10858
muP_SSM,32,1,203110,0.1091139,0.032950345,0.010166631,0.0034857455
muP_SSM,32,10,203110,0.11227549,0.046582926,0.018601872,0.052411664
muP_SSM,32,100,203110,0.28130344,1.6454023,7.747919,151.89691
muP_SSM,32,1,611666,0.11377022,0.035304125,0.010911746,0.0018441584
muP_SSM,32,10,611666,0.117619246,0.050458375,0.021358402,0.07065837
muP_SSM,32,100,611666,0.2974701,1.7108653,7.0135517,140.47552
muP_SSM,32,1,97320,0.10271744,0.03087308,0.009436825,0.011159174
muP_SSM,32,10,97320,0.10567325,0.04542477,0.019140009,0.06979804
muP_SSM,32,100,97320,0.24836248,1.3769124,6.121016,120.424324
muP_SSM,32,1,80432,0.10810636,0.033803936,0.009944595,0.0036381185
muP_SSM,32,10,80432,0.11154217,0.047641467,0.01907958,0.06702543
muP_SSM,32,100,80432,0.2758059,1.5274726,6.124478,120.54387
muP_SSM,32,1,422947,0.11050195,0.03193981,0.00953213,0.0051774485
muP_SSM,32,10,422947,0.113824405,0.048009444,0.019630207,0.055366814
muP_SSM,32,100,422947,0.2743725,1.6232072,7.106996,139.54515
muP_SSM,32,1,618956,0.10173443,0.030756254,0.009492546,0.0012653371
muP_SSM,32,10,618956,0.1042698,0.043839637,0.01779306,0.059794422
muP_SSM,32,100,618956,0.23931624,1.5544745,6.4683986,127.2514
muP_SSM,64,1,851885,0.09130524,0.026776034,0.007550284,0.014612269
muP_SSM,64,10,851885,0.09349454,0.038684517,0.015878176,0.06777173
muP_SSM,64,100,851885,0.2080129,1.2031491,5.096777,100.893425
muP_SSM,64,1,433942,0.09258576,0.025409061,0.007205554,0.0076462454
muP_SSM,64,10,433942,0.09449293,0.039398097,0.016211238,0.061959945
muP_SSM,64,100,433942,0.19180624,1.1411376,4.891081,96.62234
muP_SSM,64,1,209743,0.0948638,0.02618731,0.007757662,0.0067695687
muP_SSM,64,10,209743,0.09714216,0.039808333,0.016682433,0.060289264
muP_SSM,64,100,209743,0.20059507,1.2147799,4.8505993,95.75162
muP_SSM,64,1,10368,0.117989175,0.0390811,0.010856414,0.013915652
muP_SSM,64,10,10368,0.121857226,0.054671023,0.021768436,0.08291196
muP_SSM,64,100,10368,0.3287767,2.088116,8.985516,179.20926
muP_SSM,64,1,203110,0.11051057,0.033363808,0.009319077,0.0011285832
muP_SSM,64,10,203110,0.11401434,0.049219616,0.019273896,0.060534935
muP_SSM,64,100,203110,0.28489846,1.6805493,7.446084,147.38675
muP_SSM,64,1,611666,0.11266102,0.0346643,0.009364516,0.0029538418
muP_SSM,64,10,611666,0.116138145,0.0499222,0.020000322,0.06868847
muP_SSM,64,100,611666,0.29659528,1.7673309,7.689386,153.69522
muP_SSM,64,1,97320,0.10249047,0.03013933,0.008216951,0.008282851
muP_SSM,64,10,97320,0.1054516,0.04466989,0.018411223,0.06683696
muP_SSM,64,100,97320,0.2500501,1.5231888,6.8123636,135.83629
muP_SSM,64,1,80432,0.10637229,0.031320754,0.0085959695,0.0035564904
muP_SSM,64,10,80432,0.10941548,0.045088004,0.018316127,0.065523304
muP_SSM,64,100,80432,0.2687418,1.5792003,6.792163,135.77948
muP_SSM,64,1,422947,0.108718686,0.032762,0.009058213,0.0029220036
muP_SSM,64,10,422947,0.11205798,0.048663195,0.019335441,0.05790791
muP_SSM,64,100,422947,0.26836693,1.5346463,6.712352,133.58766
muP_SSM,64,1,618956,0.10312232,0.029949937,0.008315021,0.0041467287
muP_SSM,64,10,618956,0.10592001,0.044216856,0.017981455,0.06339812
muP_SSM,64,100,618956,0.2428867,1.4455334,5.8399396,116.36958
muP_3,1,1,851885,0.10735241,0.0413649,0.02608531,0.08306441
muP_3,1,10,851885,0.111578315,0.056436304,0.036073312,0.17023492
muP_3,1,100,851885,0.24081096,0.46190542,1.9613161,40.177883
muP_3,1,1,433942,0.084043995,0.0388854,0.02276723,0.05242893
muP_3,1,10,433942,0.085227825,0.056454387,0.036323734,0.13718541
muP_3,1,100,433942,0.16565163,1.4965948,4.2135587,75.64131
muP_3,1,1,209743,0.09849785,0.031148447,0.031467848,0.033757545
muP_3,1,10,209743,0.101064876,0.043373622,0.03619784,0.1179792
muP_3,1,100,209743,0.21780452,1.4031639,7.303343,152.28307
muP_3,1,1,10368,0.122749716,0.04650978,0.01819329,0.07509646
muP_3,1,10,10368,0.12872238,0.061509296,0.023654737,0.14108019
muP_3,1,100,10368,0.390832,1.7035466,8.103233,158.65192
muP_3,1,1,203110,0.100966975,0.049617987,0.030663319,0.023793012
muP_3,1,10,203110,0.10348326,0.06047612,0.040204193,0.052572813
muP_3,1,100,203110,0.24486373,1.9624686,15.158579,295.0097
muP_3,1,1,611666,0.076591425,0.038575046,0.02707488,0.030315321
muP_3,1,10,611666,0.079436906,0.045865826,0.030943593,0.051605448
muP_3,1,100,611666,0.2251613,1.0430468,5.348398,104.08122
muP_3,1,1,97320,0.08246609,0.0347736,0.030521948,0.022411888
muP_3,1,10,97320,0.084963106,0.035216514,0.03686451,0.09721148
muP_3,1,100,97320,0.19158185,1.050924,4.7804165,85.50137
muP_3,1,1,80432,0.06442154,0.033780444,0.026032815,0.0011912691
muP_3,1,10,80432,0.06524119,0.039765313,0.028255476,0.057740536
muP_3,1,100,80432,0.19287516,1.0613507,5.5566664,108.64552
muP_3,1,1,422947,0.12257704,0.03874358,0.026404833,0.052990478
muP_3,1,10,422947,0.1269694,0.05690116,0.03405743,0.039986487
muP_3,1,100,422947,0.29272532,2.2631524,8.070932,157.81949
muP_3,1,1,618956,0.119585454,0.037928566,0.023225006,0.023468573
muP_3,1,10,618956,0.12068972,0.04136636,0.025732573,0.040224012
muP_3,1,100,618956,0.25944936,1.637681,3.7637181,70.74179
muP_3,2,1,851885,0.101414815,0.035696495,0.021431576,0.059241705
muP_3,2,10,851885,0.10511911,0.05224425,0.027167885,0.13649833
muP_3,2,100,851885,0.23838636,1.1160666,6.0533266,116.823715
muP_3,2,1,433942,0.08366013,0.040631916,0.018197887,0.043420948
muP_3,2,10,433942,0.08672124,0.05965511,0.032245293,0.1267828
muP_3,2,100,433942,0.18158571,1.347143,3.6849546,70.730225
muP_3,2,1,209743,0.09632314,0.03382242,0.023358865,0.014952886
muP_3,2,10,209743,0.09834023,0.0423584,0.028351523,0.09098039
muP_3,2,100,209743,0.1996799,0.85500944,3.828211,75.52162
muP_3,2,1,10368,0.11523447,0.028876793,0.016438477,0.053976256
muP_3,2,10,10368,0.11948688,0.045348566,0.023492405,0.11852716
muP_3,2,100,10368,0.3261271,2.074288,8.797683,173.7425
muP_3,2,1,203110,0.10401266,0.041463055,0.020495854,0.028402586
muP_3,2,10,203110,0.10545106,0.0428625,0.025600545,0.031701896
muP_3,2,100,203110,0.26109728,1.390651,5.2494144,98.27885
muP_3,2,1,611666,0.11992186,0.048035003,0.022405524,0.0114841275
muP_3,2,10,611666,0.122399874,0.059013035,0.03083974,0.07148914
muP_3,2,100,611666,0.30668798,1.3674426,6.0581684,118.27026
muP_3,2,1,97320,0.08817305,0.037133366,0.02265295,0.03090672
muP_3,2,10,97320,0.0897531,0.04270392,0.029429628,0.102020316
muP_3,2,100,97320,0.1995101,1.7466655,8.970251,181.1893
muP_3,2,1,80432,0.083863966,0.029218722,0.019400913,0.0017600958
muP_3,2,10,80432,0.08591347,0.03606919,0.024316035,0.058439057
muP_3,2,100,80432,0.23614071,1.3360327,7.1178007,139.11392
muP_3,2,1,422947,0.10906754,0.043931715,0.019463412,0.048347533
muP_3,2,10,422947,0.11156543,0.06133612,0.023554819,0.022813473
muP_3,2,100,422947,0.2708275,1.3994514,4.494664,80.43645
muP_3,2,1,618956,0.10200235,0.032408737,0.018222779,0.0018808641
muP_3,2,10,618956,0.10491799,0.04476023,0.024100758,0.058144365
muP_3,2,100,618956,0.2368371,1.6290205,5.1247435,97.272934
muP_3,4,1,851885,0.09974197,0.03476726,0.017435882,0.037248813
muP_3,4,10,851885,0.10096207,0.03796206,0.020717558,0.093349114
muP_3,4,100,851885,0.21761996,1.1248118,4.2193575,81.65085
muP_3,4,1,433942,0.088483445,0.02417436,0.013681227,0.016273761
muP_3,4,10,433942,0.08961142,0.03598689,0.020101339,0.07332007
muP_3,4,100,433942,0.19067562,1.1332877,3.9556217,78.11084
muP_3,4,1,209743,0.09936962,0.029294865,0.017658992,0.015577143
muP_3,4,10,209743,0.10126281,0.04109333,0.025187327,0.08143532
muP_3,4,100,209743,0.19756694,1.1972727,4.599548,91.6478
muP_3,4,1,10368,0.10622311,0.034979276,0.015262443,0.034174733
muP_3,4,10,10368,0.109970555,0.049108446,0.02123736,0.09357928
muP_3,4,100,10368,0.31232274,2.0961874,8.645257,170.44505
muP_3,4,1,203110,0.11080189,0.037095133,0.017849281,0.01845068
muP_3,4,10,203110,0.114963956,0.051572226,0.026027441,0.04448901
muP_3,4,100,203110,0.3123926,1.6004492,7.638133,148.91154
muP_3,4,1,611666,0.10464802,0.029805334,0.018160075,0.006043515
muP_3,4,10,611666,0.105964266,0.04020151,0.022236552,0.06396393
muP_3,4,100,611666,0.25719896,1.657279,6.4066677,125.64288
muP_3,4,1,97320,0.10600602,0.03002361,0.016274527,0.024862077
muP_3,4,10,97320,0.10766931,0.038616836,0.024457851,0.09059465
muP_3,4,100,97320,0.22924115,1.6070457,7.0070977,140.92957
muP_3,4,1,80432,0.098738685,0.035925608,0.014365031,0.005541311
muP_3,4,10,80432,0.101692215,0.048814986,0.020870281,0.06869767
muP_3,4,100,80432,0.2771104,1.9499738,10.138655,197.18684
muP_3,4,1,422947,0.11526516,0.030851472,0.016478242,0.025756504
muP_3,4,10,422947,0.1193466,0.049504254,0.024836116,0.042119168
muP_3,4,100,422947,0.2863909,1.5099925,5.2892437,104.21462
muP_3,4,1,618956,0.09302457,0.02931228,0.014085762,0.0015452171
muP_3,4,10,618956,0.096574545,0.039334644,0.020157114,0.05739522
muP_3,4,100,618956,0.22374894,1.3895874,5.8003716,115.651184
muP_3,8,1,851885,0.091120735,0.029726675,0.012489537,0.034097735
muP_3,8,10,851885,0.09336793,0.04153301,0.020410903,0.09233784
muP_3,8,100,851885,0.21474583,1.056046,3.7597704,75.86382
muP_3,8,1,433942,0.08787207,0.02709089,0.012218774,0.009057645
muP_3,8,10,433942,0.090020746,0.037899464,0.018180383,0.06379686
muP_3,8,100,433942,0.19375712,1.3668789,5.4027624,104.88696
muP_3,8,1,209743,0.09503889,0.026285682,0.012006323,0.014336741
muP_3,8,10,209743,0.09731746,0.04120899,0.019973285,0.07490164
muP_3,8,100,209743,0.19725655,1.016238,3.957038,79.35498
muP_3,8,1,10368,0.11286249,0.035799846,0.014302267,0.032199077
muP_3,8,10,10368,0.11800661,0.050397236,0.024952244,0.10300428
muP_3,8,100,10368,0.32204413,1.7458761,8.752892,175.6723
muP_3,8,1,203110,0.11111698,0.034457356,0.014297551,0.007830691
muP_3,8,10,203110,0.11505226,0.050420955,0.023874387,0.057548914
muP_3,8,100,203110,0.30787432,1.9866928,8.489641,169.0991
muP_3,8,1,611666,0.10655494,0.035101674,0.013528774,0.0023456868
muP_3,8,10,611666,0.10969977,0.04542173,0.019259565,0.060141414
muP_3,8,100,611666,0.2720092,1.6556617,5.9568634,115.734665
muP_3,8,1,97320,0.103648126,0.033224244,0.013394792,0.014716044
muP_3,8,10,97320,0.10588256,0.04507219,0.02131204,0.07626157
muP_3,8,100,97320,0.24440157,1.3367846,5.5453806,110.83008
muP_3,8,1,80432,0.101898775,0.03312656,0.012227863,0.0032496
muP_3,8,10,80432,0.105018154,0.045937996,0.020349393,0.06673901
muP_3,8,100,80432,0.26988947,1.3913159,5.926648,113.85545
muP_3,8,1,422947,0.112874806,0.03408559,0.012050917,0.017774105
muP_3,8,10,422947,0.11630762,0.048924908,0.021155901,0.047813904
muP_3,8,100,422947,0.27590686,1.7911875,8.241146,162.69295
muP_3,8,1,618956,0.09792462,0.031461697,0.01230412,0.00038721133
muP_3,8,10,618956,0.100719295,0.04199197,0.01967699,0.060369667
muP_3,8,100,618956,0.23435383,1.2722038,5.2426405,102.18592
muP_3,16,1,851885,0.08993808,0.029118922,0.009782698,0.025024647
muP_3,16,10,851885,0.09235959,0.040252853,0.01681243,0.0784806
muP_3,16,100,851885,0.20885207,1.3973551,5.79697,112.66028
muP_3,16,1,433942,0.08932746,0.027304936,0.009218754,0.0088651255
muP_3,16,10,433942,0.091208264,0.03826731,0.016206795,0.060214818
muP_3,16,100,433942,0.19238195,1.2653638,5.200529,102.02643
muP_3,16,1,209743,0.09342359,0.027362658,0.009258594,0.010641784
muP_3,16,10,209743,0.09544275,0.04057652,0.017117172,0.06420909
muP_3,16,100,209743,0.19787064,1.1912696,4.8203096,95.684044
muP_3,16,1,10368,0.113579474,0.03535763,0.011005447,0.025632937
muP_3,16,10,10368,0.11692471,0.052177556,0.020782491,0.09106946
muP_3,16,100,10368,0.32755342,1.5787216,6.7446203,135.90247
muP_3,16,1,203110,0.1145156,0.034634765,0.011162376,0.005443304
muP_3,16,10,203110,0.11865139,0.05051902,0.021506958,0.059809856
muP_3,16,100,203110,0.29665592,1.5859634,6.992049,139.63573
muP_3,16,1,611666,0.11312817,0.03525021,0.012264736,0.0018590279
muP_3,16,10,611666,0.11656887,0.04720639,0.020615872,0.06308264
muP_3,16,100,611666,0.28943816,1.5271472,6.3976665,127.30486
muP_3,16,1,97320,0.09879753,0.030834839,0.0104081,0.010758897
muP_3,16,10,97320,0.101939075,0.042380366,0.017596966,0.066072896
muP_3,16,100,97320,0.24185683,1.4491725,6.6673875,130.52269
muP_3,16,1,80432,0.10472509,0.034132637,0.010649752,0.00037313375
muP_3,16,10,80432,0.10796932,0.047857467,0.019099727,0.06246838
muP_3,16,100,80432,0.27275446,1.6368475,6.8105125,133.8309
muP_3,16,1,422947,0.10912091,0.033113435,0.010893345,0.009203002
muP_3,16,10,422947,0.11231932,0.050131124,0.021325514,0.0584736
muP_3,16,100,422947,0.27950045,1.6227236,6.625081,133.85464
muP_3,16,1,618956,0.10046527,0.028573459,0.010004263,0.0016080524
muP_3,16,10,618956,0.10319805,0.04063641,0.017183147,0.05780581
muP_3,16,100,618956,0.23427407,1.2997736,5.0521293,99.45507
muP_3,32,1,851885,0.09132913,0.026924692,0.0079759015,0.017097713
muP_3,32,10,851885,0.09349738,0.038414635,0.016588314,0.07222161
muP_3,32,100,851885,0.21090788,1.3,5.6693573,114.06168
muP_3,32,1,433942,0.09101392,0.025044456,0.0077317953,0.006716985
muP_3,32,10,433942,0.0927958,0.03849777,0.016185116,0.05955972
muP_3,32,100,433942,0.19107033,1.1413972,4.631553,91.61578
muP_3,32,1,209743,0.096442334,0.027299019,0.008764244,0.008309711
muP_3,32,10,209743,0.09834332,0.040815458,0.017647132,0.06406526
muP_3,32,100,209743,0.19929126,1.0704042,4.421927,86.53014
muP_3,32,1,10368,0.11687626,0.038149476,0.01140237,0.018955126
muP_3,32,10,10368,0.121135935,0.05475869,0.022769723,0.08740749
muP_3,32,100,10368,0.33189422,1.8912041,8.759022,175.10846
muP_3,32,1,203110,0.1091139,0.032950345,0.010166631,0.0034857455
muP_3,32,10,203110,0.11227549,0.04658294,0.018601868,0.052411683
muP_3,32,100,203110,0.28130347,1.6454028,7.747923,151.89699
muP_3,32,1,611666,0.11377022,0.035304125,0.010911746,0.0018441584
