param_type,width_multiplier,step,rng_seed,conv_layers.0,conv_layers.1,conv_layers.2,logits
muP_3,8,1,154621,0.1118319,0.031063287,0.012934903,0.038157642
muP_3,8,10,154621,0.11435134,0.043784272,0.021536004,0.103239
muP_3,8,100,154621,0.26835597,1.624115,6.260873,124.861664
muP_3,16,1,100404,0.107197486,0.029341532,0.011424117,0.0057609202
muP_3,16,10,100404,0.11033758,0.044628397,0.020478928,0.05792714
muP_3,16,100,100404,0.253499,1.6199743,5.859191,116.614815
muP_3,16,1,681526,0.12222354,0.03458925,0.012627876,0.021382283
muP_3,16,10,681526,0.12684393,0.051114134,0.022838669,0.08907926
muP_3,16,100,681526,0.36118165,2.0397077,8.318514,166.58769
muP_3,16,1,323688,0.11595724,0.034853194,0.0114449,0.024735691
muP_3,16,10,323688,0.1191276,0.0504509,0.021219416,0.09016107
muP_3,16,100,323688,0.30203924,1.8126857,7.654641,151.21837
muP_3,16,1,326432,0.09373442,0.028810315,0.010079632,0.01621246
muP_3,16,10,326432,0.09611439,0.04066384,0.018171184,0.038441636
muP_3,16,100,326432,0.22749408,1.5043185,6.4170256,127.663475
muP_3,16,1,847974,0.10541859,0.030430779,0.010589926,0.008249188
muP_3,16,10,847974,0.108827,0.047476146,0.021257516,0.05728058
muP_3,16,100,847974,0.24981105,1.4959763,6.590606,129.02823
muP_3,16,1,501950,0.09941986,0.029776359,0.010147147,0.009062175
muP_3,16,10,501950,0.10199891,0.04295087,0.018272081,0.06697922
muP_3,16,100,501950,0.23779541,1.3462262,5.311463,103.645874
muP_3,16,1,729293,0.09662574,0.027180905,0.009794708,0.01552544
muP_3,16,10,729293,0.098694995,0.041387588,0.019000042,0.07289904
muP_3,16,100,729293,0.21472168,1.2977725,4.9311438,98.26804
muP_3,16,1,830064,0.09088076,0.02601126,0.009813595,0.00992954
muP_3,16,10,830064,0.09317401,0.03878573,0.018110795,0.04525901
muP_3,16,100,830064,0.20672388,1.0282692,4.2044077,84.51312
muP_3,16,1,433236,0.11143881,0.033782028,0.011367198,0.010098027
muP_3,16,10,433236,0.11488502,0.04867964,0.020109354,0.05562174
muP_3,16,100,433236,0.2721255,1.6911356,6.7579737,133.34071
muP_3,16,1,154621,0.10592242,0.031405363,0.010756303,0.028645875
muP_3,16,10,154621,0.10824579,0.044431802,0.02084709,0.09475745
muP_3,16,100,154621,0.25698668,1.5759664,6.1994095,125.266884
muP_3,32,1,100404,0.10447066,0.03065625,0.009190337,0.0045981817
muP_3,32,10,100404,0.10703021,0.043972906,0.01893237,0.057703078
muP_3,32,100,100404,0.24667409,1.4193013,5.602461,112.16492
muP_3,32,1,681526,0.12458163,0.040694907,0.012150848,0.013378308
muP_3,32,10,681526,0.12918803,0.056354553,0.023164958,0.08468535
muP_3,32,100,681526,0.36220324,2.1424735,9.353947,185.01521
muP_3,32,1,323688,0.11796914,0.036315296,0.010193082,0.018589716
muP_3,32,10,323688,0.12256796,0.05200118,0.020272758,0.08490093
muP_3,32,100,323688,0.32669917,1.8910495,7.5945067,151.03038
muP_3,32,1,326432,0.095775895,0.028451754,0.008835737,0.010014033
muP_3,32,10,326432,0.098182015,0.041115213,0.017482925,0.045552965
muP_3,32,100,326432,0.22899616,1.3944303,5.983852,119.18592
muP_3,32,1,847974,0.105518065,0.030815527,0.009737157,0.005109388
muP_3,32,10,847974,0.10840624,0.045758933,0.019406034,0.056518424
muP_3,32,100,847974,0.24567848,1.4543604,5.9408493,118.81912
